"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Squat",2013-07-14,401,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-07-14,402,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-07-14,403,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-07-14,404,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-07-14,405,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-07-14,406,335,,5,,"335 lb || 5 reps","254"
"Barbell Squat",2013-07-15,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-07-15,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-07-15,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-07-15,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-07-15,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-07-15,6,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2013-07-15,7,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2013-07-15,8,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2013-07-15,9,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2013-07-15,10,305,,5,,"305 lb || 5 reps","207"
"Barbell Squat",2013-07-18,1,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,2,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,3,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,4,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,5,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,6,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,7,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,8,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,9,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-18,10,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2013-07-20,101,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-07-20,102,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-07-20,103,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-07-20,104,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-07-20,105,335,,3,,"335 lb || 3 reps","203"
"Barbell Squat",2013-08-05,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-08-05,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-08-05,3,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-08-05,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-08-11,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-08-11,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-08-11,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-08-11,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-08-11,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-08-11,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-08-11,7,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-08-13,1,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2013-08-13,2,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2013-08-13,3,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-08-13,4,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2013-08-13,5,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2013-08-13,6,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2013-08-13,7,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2013-08-13,8,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2013-08-17,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-08-17,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-08-17,3,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-08-17,4,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-08-20,1,145,,5,,"145 lb || 5 reps","70"
"Barbell Squat",2013-08-20,2,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-08-20,3,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2013-08-20,4,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2013-08-20,5,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2013-08-20,6,290,,5,,"290 lb || 5 reps","187"
"Barbell Squat",2013-08-20,7,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-08-20,8,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-08-26,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-08-26,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-08-26,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-08-26,4,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2013-08-26,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-08-26,6,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-08-26,7,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-08-26,8,295,,5,,"295 lb || 5 reps","194"
"Barbell Squat",2013-09-09,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-09,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-09,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-09,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-09,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-09-09,6,325,,3,,"325 lb || 3 reps","190"
"Barbell Squat",2013-09-09,7,325,,3,,"325 lb || 3 reps","190"
"Barbell Squat",2013-09-09,8,325,,3,,"325 lb || 3 reps","190"
"Barbell Squat",2013-09-15,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-15,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-15,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-15,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-15,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-09-15,6,315,,2,,"315 lb || 2 reps","150"
"Barbell Squat",2013-09-15,7,325,,1,,"325 lb || 1 reps","130"
"Barbell Squat",2013-09-15,8,325,,5,,"325 lb || 5 reps","237"
"Barbell Squat",2013-09-16,201,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-16,202,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-16,203,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-16,204,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-09-16,205,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-09-16,206,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-09-16,207,295,,3,,"295 lb || 3 reps","155"
"Barbell Squat",2013-09-21,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-21,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-21,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-21,4,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-09-21,5,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-09-21,6,325,,2,,"325 lb || 2 reps","160"
"Barbell Squat",2013-09-21,7,345,,2,,"345 lb || 2 reps","184"
"Barbell Squat",2013-09-24,201,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-24,202,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-09-24,203,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-24,204,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-24,205,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-09-24,206,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-09-28,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-09-28,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-09-28,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-09-28,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-28,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-09-28,6,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-09-28,7,315,,2,,"315 lb || 2 reps","150"
"Barbell Squat",2013-09-28,8,335,,1,,"335 lb || 1 reps","139"
"Barbell Squat",2013-09-28,9,355,,1,,"355 lb || 1 reps","159"
"Barbell Squat",2013-10-01,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-10-01,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-10-01,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-10-01,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-10-01,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-10-01,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-10-13,1,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2013-10-13,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-10-13,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-10-13,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-10-13,5,275,,2,,"275 lb || 2 reps","114"
"Barbell Squat",2013-10-13,6,285,,2,,"285 lb || 2 reps","122"
"Barbell Squat",2013-10-13,7,295,,2,,"295 lb || 2 reps","131"
"Barbell Squat",2013-10-29,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-10-29,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-10-29,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-10-29,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-10-29,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-10-29,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-10-31,5,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-10-31,6,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-10-31,7,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2013-10-31,8,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2013-11-05,26,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-11-05,27,255,,3,,"255 lb || 3 reps","119"
"Barbell Squat",2013-11-05,28,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-11-05,29,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-11-05,30,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2013-12-04,12,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-12-04,13,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-12-04,14,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-12-04,15,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2013-12-04,16,285,,3,,"285 lb || 3 reps","145"
"Barbell Squat",2013-12-04,17,285,,3,,"285 lb || 3 reps","145"
"Barbell Squat",2013-12-04,18,285,,3,,"285 lb || 3 reps","145"
"Barbell Squat",2013-12-09,12,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-12-09,13,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-12-17,11,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-12-17,12,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2013-12-17,13,240,,5,,"240 lb || 5 reps","134"
"Barbell Squat",2013-12-17,14,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2013-12-17,15,308,,5,,"308 lb || 5 reps","211"
"Barbell Squat",2013-12-17,16,328,,5,,"328 lb || 5 reps","242"
"Barbell Squat",2013-12-29,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-12-29,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2013-12-29,3,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2013-12-29,4,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-12-29,5,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2013-12-29,6,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2013-12-29,7,315,,1,,"315 lb || 1 reps","121"
"Barbell Squat",2013-12-29,8,335,,1,,"335 lb || 1 reps","139"
"Barbell Squat",2013-12-29,9,355,,1,,"355 lb || 1 reps","159"
"Barbell Squat",2013-12-29,10,380,,1,,"380 lb || 1 reps","188"
"Barbell Squat",2014-01-03,1,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2014-01-03,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-01-03,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-01-03,4,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2014-01-03,5,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2014-01-03,6,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2014-01-03,7,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2014-01-03,8,265,,3,,"265 lb || 3 reps","127"
"Barbell Squat",2014-01-04,9,100,,3,,"100 kg || 3 reps","94"
"Barbell Squat",2014-01-04,10,100,,3,,"100 kg || 3 reps","94"
"Barbell Squat",2014-01-04,11,110,,3,,"110 kg || 3 reps","109"
"Barbell Squat",2014-01-04,12,115,,3,,"115 kg || 3 reps","117"
"Barbell Squat",2014-01-04,13,120,,3,,"120 kg || 3 reps","126"
"Barbell Squat",2014-01-04,14,125,,2,,"125 kg || 2 reps","115"
"Barbell Squat",2014-01-04,15,120,,3,,"120 kg || 3 reps","126"
"Barbell Squat",2014-01-04,16,120,,3,,"120 kg || 3 reps","126"
"Barbell Squat",2014-01-04,17,120,,3,,"120 kg || 3 reps","126"
"Barbell Squat",2014-01-07,20,100,,2,,"100 kg || 2 reps","79"
"Barbell Squat",2014-01-07,21,115,,2,,"115 kg || 2 reps","99"
"Barbell Squat",2014-01-07,22,125,,3,,"125 kg || 3 reps","136"
"Barbell Squat",2014-01-07,23,125,,6,,"125 kg || 6 reps","180"
"Barbell Squat",2014-01-07,24,125,,5,,"125 kg || 5 reps","170"
"Barbell Squat",2014-01-07,25,125,,6,,"125 kg || 6 reps","180"
"Barbell Squat",2014-01-07,26,125,,4,,"125 kg || 4 reps","155"
"Barbell Squat",2014-01-07,27,125,,6,,"125 kg || 6 reps","180"
"Barbell Squat",2014-02-04,1,110,,6,,"110 kg || 6 reps","144"
"Barbell Squat",2014-02-04,2,120,,5,,"120 kg || 5 reps","158"
"Barbell Squat",2014-02-04,3,130,,4,,"130 kg || 4 reps","167"
"Barbell Squat",2014-02-04,4,140,,3,,"140 kg || 3 reps","170"
"Barbell Squat",2014-02-04,5,145,,2,,"145 kg || 2 reps","155"
"Barbell Squat",2014-04-29,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2014-04-29,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2014-04-29,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2014-04-29,4,275,,3,,"275 lb || 3 reps","136"
"Barbell Squat",2014-04-29,5,285,,2,,"285 lb || 2 reps","122"
"Barbell Squat",2014-04-29,6,295,,2,,"295 lb || 2 reps","131"
"Barbell Squat",2014-04-29,7,305,,2,,"305 lb || 2 reps","140"
"Barbell Squat",2014-04-29,8,315,,2,,"315 lb || 2 reps","150"
"Barbell Squat",2014-04-29,9,325,,2,,"325 lb || 2 reps","160"
"Barbell Squat",2014-04-29,10,335,,2,,"335 lb || 2 reps","172"
"Barbell Squat",2014-04-29,11,345,,2,,"345 lb || 2 reps","184"
"Barbell Squat",2014-04-29,12,355,,2,,"355 lb || 2 reps","196"
"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Clean",2012-08-25,5701,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5702,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5703,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5704,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5705,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5706,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5707,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5708,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5709,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5710,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5711,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5712,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5713,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5714,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-08-25,5715,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-09-13,301,135,,3,,"135 lb || 3 reps","50"
"Clean",2012-09-13,302,135,,3,,"135 lb || 3 reps","50"
"Clean",2012-09-13,303,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-09-13,304,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-09-13,305,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-09-29,301,165,,5,,"165 lb || 5 reps","76"
"Clean",2012-10-04,201,155,,3,,"155 lb || 3 reps","57"
"Clean",2012-10-04,202,155,,3,,"155 lb || 3 reps","57"
"Clean",2012-10-04,203,155,,3,,"155 lb || 3 reps","57"
"Clean",2012-10-23,401,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-10-23,402,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-10-23,403,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-10-23,404,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-10-23,405,135,,2,,"135 lb || 2 reps","42"
"Clean",2012-10-27,201,135,,3,,"135 lb || 3 reps","50"
"Clean",2012-10-27,202,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-10-27,203,175,,3,,"175 lb || 3 reps","66"
"Clean",2012-10-27,204,185,,3,,"185 lb || 3 reps","70"
"Clean",2012-10-29,1201,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-10-29,1202,165,,1,,"165 lb || 1 reps","42"
"Clean",2012-10-29,1203,165,,1,,"165 lb || 1 reps","42"
"Clean",2012-10-29,1204,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-10-29,1205,155,,1,,"155 lb || 1 reps","39"
"Clean",2012-10-31,1201,135,,5,,"135 lb || 5 reps","62"
"Clean",2012-10-31,1202,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-10-31,1203,175,,2,,"175 lb || 2 reps","55"
"Clean",2012-10-31,1204,135,,3,,"135 lb || 3 reps","50"
"Clean",2012-10-31,1205,145,,3,,"145 lb || 3 reps","53"
"Clean",2012-10-31,1206,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-11-03,201,135,,3,,"135 lb || 3 reps","50"
"Clean",2012-11-03,202,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-11-03,203,175,,3,,"175 lb || 3 reps","66"
"Clean",2012-11-03,204,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-11-03,205,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-11-05,601,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-05,602,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-05,603,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-05,604,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-05,605,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-06,401,135,,3,,"135 lb || 3 reps","50"
"Clean",2012-11-06,402,155,,1,,"155 lb || 1 reps","39"
"Clean",2012-11-06,403,155,,1,,"155 lb || 1 reps","39"
"Clean",2012-11-06,404,155,,1,,"155 lb || 1 reps","39"
"Clean",2012-11-06,405,155,,1,,"155 lb || 1 reps","39"
"Clean",2012-11-06,406,155,,1,,"155 lb || 1 reps","39"
"Clean",2012-11-07,301,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-07,302,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-07,303,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-07,304,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-07,305,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-08,401,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-08,402,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-08,403,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-08,404,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-08,405,135,,1,,"135 lb || 1 reps","34"
"Clean",2012-11-10,101,135,,5,,"135 lb || 5 reps","62"
"Clean",2012-11-10,102,135,,5,,"135 lb || 5 reps","62"
"Clean",2012-11-10,103,155,,3,,"155 lb || 3 reps","57"
"Clean",2012-11-10,104,165,,2,,"165 lb || 2 reps","52"
"Clean",2012-11-10,105,185,,1,,"185 lb || 1 reps","48"
"Clean",2012-11-10,106,215,,1,,"215 lb || 1 reps","59"
"Clean",2012-11-29,101,165,,9,,"165 lb || 9 reps","89"
"Clean",2012-11-29,102,165,,7,,"165 lb || 7 reps","84"
"Clean",2012-11-29,103,165,,5,,"165 lb || 5 reps","76"
"Clean",2012-12-07,101,155,,5,,"155 lb || 5 reps","71"
"Clean",2012-12-07,102,155,,5,,"155 lb || 5 reps","71"
"Clean",2012-12-07,103,155,,5,,"155 lb || 5 reps","71"
"Clean",2012-12-07,104,155,,5,,"155 lb || 5 reps","71"
"Clean",2012-12-07,105,155,,5,,"155 lb || 5 reps","71"
"Clean",2012-12-12,101,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-12-12,102,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-12-12,103,185,,3,,"185 lb || 3 reps","70"
"Clean",2012-12-12,104,185,,1,,"185 lb || 1 reps","48"
"Clean",2012-12-12,105,185,,1,,"185 lb || 1 reps","48"
"Clean",2012-12-12,106,185,,1,,"185 lb || 1 reps","48"
"Clean",2012-12-12,107,185,,1,,"185 lb || 1 reps","48"
"Clean",2012-12-25,201,170,,5,,"170 lb || 5 reps","79"
"Clean",2012-12-25,202,170,,5,,"170 lb || 5 reps","79"
"Clean",2012-12-25,203,170,,5,,"170 lb || 5 reps","79"
"Clean",2012-12-25,204,170,,5,,"170 lb || 5 reps","79"
"Clean",2012-12-25,205,170,,5,,"170 lb || 5 reps","79"
"Clean",2012-12-28,101,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-12-28,102,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-12-28,103,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-12-28,104,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-12-28,105,165,,3,,"165 lb || 3 reps","61"
"Clean",2012-12-29,101,175,,3,,"175 lb || 3 reps","66"
"Clean",2012-12-29,102,175,,3,,"175 lb || 3 reps","66"
"Clean",2012-12-29,103,175,,3,,"175 lb || 3 reps","66"
"Clean",2012-12-29,104,175,,3,,"175 lb || 3 reps","66"
"Clean",2012-12-29,105,175,,3,,"175 lb || 3 reps","66"
"Clean",2013-01-15,401,155,,2,,"155 lb || 2 reps","48"
"Clean",2013-01-15,402,155,,2,,"155 lb || 2 reps","48"
"Clean",2013-01-15,403,155,,2,,"155 lb || 2 reps","48"
"Clean",2013-02-21,1,165,,5,,"165 lb || 5 reps","76"
"Clean",2013-02-21,2,165,,5,,"165 lb || 5 reps","76"
"Clean",2013-02-21,3,165,,5,,"165 lb || 5 reps","76"
"Clean",2013-02-21,4,135,,5,,"135 lb || 5 reps","62"
"Clean",2013-02-24,101,135,,1,,"135 lb || 1 reps","34"
"Clean",2013-02-24,102,155,,1,,"155 lb || 1 reps","39"
"Clean",2013-02-24,103,155,,1,,"155 lb || 1 reps","39"
"Clean",2013-02-24,104,175,,1,,"175 lb || 1 reps","45"
"Clean",2013-02-24,105,185,,1,,"185 lb || 1 reps","48"
"Clean",2013-02-24,106,185,,1,,"185 lb || 1 reps","48"
"Clean",2013-02-24,107,195,,1,,"195 lb || 1 reps","51"
"Clean",2013-02-26,1,135,,5,,"135 lb || 5 reps","62"
"Clean",2013-02-26,2,135,,5,,"135 lb || 5 reps","62"
"Clean",2013-02-26,3,165,,3,,"165 lb || 3 reps","61"
"Clean",2013-02-26,4,165,,3,,"165 lb || 3 reps","61"
"Clean",2013-02-26,5,165,,3,,"165 lb || 3 reps","61"
"Clean",2013-02-26,6,175,,2,,"175 lb || 2 reps","55"
"Clean",2013-02-26,7,175,,2,,"175 lb || 2 reps","55"
"Clean",2013-03-18,201,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,202,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,203,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,204,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,205,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,206,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,207,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,208,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,209,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,210,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,211,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-03-18,212,165,,1,,"165 lb || 1 reps","42"
"Clean",2013-04-06,1,135,,5,,"135 lb || 5 reps","62"
"Clean",2013-04-06,2,155,,3,,"155 lb || 3 reps","57"
"Clean",2013-04-16,201,135,,3,,"135 lb || 3 reps","50"
"Clean",2013-04-16,202,135,,3,,"135 lb || 3 reps","50"
"Clean",2013-04-16,203,155,,3,,"155 lb || 3 reps","57"
"Clean",2013-04-16,204,175,,3,,"175 lb || 3 reps","66"
"Clean",2013-04-16,205,175,,3,,"175 lb || 3 reps","66"
"Clean",2013-04-16,206,175,,3,,"175 lb || 3 reps","66"
"Clean",2013-04-17,301,195,,1,,"195 lb || 1 reps","51"
"Clean",2013-04-17,302,195,,1,,"195 lb || 1 reps","51"
"Clean",2013-04-17,303,195,,1,,"195 lb || 1 reps","51"
"Clean",2013-11-27,25,205,,1,,"205 lb || 1 reps","55"
"Clean",2013-11-27,26,215,,1,,"215 lb || 1 reps","59"
"Clean",2013-11-27,27,225,,1,,"225 lb || 1 reps","63"
"Clean",2013-11-27,28,235,,1,,"235 lb || 1 reps","67"
"Clean",2013-11-27,29,245,,1,,"245 lb || 1 reps","72"
"Clean",2013-11-27,30,255,,1,,"255 lb || 1 reps","77"
"Clean",2013-12-03,1,95,,3,,"95 lb || 3 reps","38"
"Clean",2013-12-03,2,95,,3,,"95 lb || 3 reps","38"
"Clean",2013-12-03,3,135,,3,,"135 lb || 3 reps","50"
"Clean",2013-12-03,4,135,,3,,"135 lb || 3 reps","50"
"Clean",2013-12-03,5,155,,3,,"155 lb || 3 reps","57"
"Clean",2013-12-03,6,185,,3,,"185 lb || 3 reps","70"
"Clean",2013-12-03,7,205,,3,,"205 lb || 3 reps","80"
